Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
43,2020-03-03,78.86639404296875,80.10060961528225,74.89633506803499,75.61629415188453,16039306
44,2020-03-04,81.0674057006836,81.4582428290806,77.57046189095712,78.45498185623298,16939245
45,2020-03-05,80.6148681640625,82.09592800469893,80.0389019982706,80.6560098001991,9715265
46,2020-03-06,78.4138412475586,79.23665156646133,77.40590195492648,78.37269961560553,14371982
47,2020-03-09,74.44378662109375,77.59103514595081,73.20957107565647,76.06883932126878,69609292
48,2020-03-11,74.62892150878906,75.65743454468591,72.92159098520834,73.84725271751552,42604599
49,2020-03-12,68.33441925048828,73.18899821325527,67.77902113338224,72.4896127450817,58418097
50,2020-03-13,69.07493591308594,71.00854222704434,61.50508275084977,66.97676866560832,44617540
51,2020-03-16,67.3730239868164,69.48443117596543,66.11471546185616,69.27115795626982,39669086
52,2020-03-17,69.10054779052734,72.66221209036465,66.43463226451243,66.77586713767955,35460792
53,2020-03-18,61.4866943359375,70.33753423422779,52.10266552583699,69.95364354029904,119909061
54,2020-03-19,62.766334533691406,64.7924304364377,59.75917819626571,62.01987814846909,44039786
55,2020-03-20,67.074462890625,69.03657819370497,63.23554390932381,63.23554390932381,131485883
56,2020-03-23,65.26160430908203,66.47726247803013,60.377646631453885,60.377646631453885,39665620
57,2020-03-24,62.830299377441406,67.05310755451046,62.01986237948364,64.85639476503873,42302851
58,2020-03-25,64.088623046875,66.94648086100466,63.278180143592984,63.342166740993825,23309603
59,2020-03-26,67.54364013671875,68.97256593111887,62.80897399687811,64.23790557668397,25329120
60,2020-03-27,68.24745178222656,70.91336718949245,66.81851996685072,67.65028788808034,28883749
61,2020-03-30,66.39196014404297,68.20478225625536,65.28293840066723,66.11470615455042,22364337
62,2020-03-31,67.86355590820312,69.01522780444044,66.71187822655955,67.56497109136035,24838523
63,2020-04-01,65.94409942626953,69.07921119322457,65.32560476201765,67.82090264187299,14182117
64,2020-04-03,66.62657928466797,68.43940196679783,64.72845077109406,65.92277869456962,21066826
65,2020-04-07,67.39434814453125,69.05787793728823,66.71187275161907,68.67398733671442,24741992
66,2020-04-08,67.54364013671875,69.39911232596207,66.2213451556237,67.35169194487702,21481260
67,2020-04-09,70.14558410644531,71.1053136289819,67.5436495771537,68.63134072186588,15607786
68,2020-04-13,68.22612762451172,70.33753514661895,67.07445552778644,69.95364444771052,14901247
69,2020-04-15,68.05549621582031,69.9109742961599,67.58629399768525,68.86593325510482,25249654
70,2020-04-16,69.69770812988281,71.10531492653351,67.18108515972185,67.47966421204897,31150756
71,2020-04-17,71.55317687988281,73.89918211016692,70.06026446061111,71.51052108225102,18536308
72,2020-04-20,70.59344482421875,72.17166877965961,69.1645132621962,72.17166877965961,24177042
73,2020-04-21,69.37779998779297,70.80673182850168,69.16452675143067,69.95363888305252,13915863
74,2020-04-22,69.18584442138672,69.42044842774158,66.79718905585281,68.24744575218588,19702407
75,2020-04-23,67.39434814453125,69.05787793728823,67.22373074265465,68.88726053541163,32128585
76,2020-04-24,67.88488006591797,68.29010148578853,66.43462337099133,66.96780640481775,33134279
77,2020-04-27,68.07682800292969,68.88726505405833,67.24506015928866,68.88726505405833,9762001
78,2020-04-28,67.0531234741211,68.41807458399171,66.88250603173906,68.26878215237974,26134701
79,2020-04-29,67.41568756103516,68.50338457814074,66.54126957362313,68.03418228362894,14509262
80,2020-04-30,69.12186431884766,69.71902816631753,67.05311296742862,68.07682903212695,18702868
81,2020-05-04,67.84222412109375,68.88726517932187,67.22373527442105,68.6313361665511,12598146
82,2020-05-05,69.8043441772461,70.74274870070808,68.33275658031857,68.86593965378411,18305545
83,2020-05-06,70.55078887939453,71.08397186518852,69.39911131591728,69.48442290780659,12853774
84,2020-05-07,68.9939193725586,70.38019561090846,68.67400947140094,69.80435663174315,8561359
85,2020-05-08,67.82091522216797,69.35648387810107,67.43702450453658,69.35648387810107,30898767
86,2020-05-11,67.73558807373047,69.27115637762549,67.54364565162247,67.94886128856571,9453421
87,2020-05-12,69.65504455566406,70.38017577474461,67.26638347649953,67.60762407946933,19986028
88,2020-05-13,71.08399200439453,73.32336117917751,69.12187690369369,73.13141872115477,27175817
89,2020-05-14,68.58868408203125,69.95363503380527,68.24744923679098,69.95363503380527,26454121
90,2020-05-15,68.1621322631836,68.99390008786665,67.500987633086,67.90620325671142,20009870
91,2020-05-18,65.90144348144531,68.33275476045249,65.38958543038777,68.1834681321833,32898286
92,2020-05-19,67.41568756103516,67.94887067175152,65.68817659647695,66.11472308505003,12276533
93,2020-05-20,67.58631134033203,68.52471601739678,66.434639184379,66.64791244867484,24677051
94,2020-05-21,67.77823638916016,68.1834577667618,66.96779941936244,67.2023976156125,17176100
95,2020-05-22,66.477294921875,67.39436880026624,65.730838497653,66.96782227213937,25080927
96,2020-05-26,67.1170883178711,67.69292127604942,66.32797639410137,66.60523037126228,18512685
97,2020-05-27,67.03179931640625,67.35170919447147,66.43463536776595,67.11711093138653,22655078
98,2020-05-28,67.074462890625,67.54366525653228,66.56260471228835,67.54366525653228,25797051
99,2020-05-29,67.2024154663086,67.67161776884653,66.79719976647677,67.07445383171057,63844851
100,2020-06-01,67.75691986083984,68.69531854864289,67.26638683119488,67.62895245881695,45314328
101,2020-06-02,70.4015121459961,71.80911901283551,67.65029079857683,68.18347390296897,43626060
102,2020-06-03,70.18824768066406,71.44656227853349,69.88966857611393,70.59346920483426,13811685
103,2020-06-04,72.1930160522461,72.49160093117845,70.4228491467663,70.4655049559577,23992166
104,2020-06-05,73.13140869140625,74.34706723378892,70.1882335512988,71.2332746703696,22851633
105,2020-06-08,73.51530456542969,74.602995778583,72.87548484347906,73.98450685194153,11723588
106,2020-06-09,72.74751281738281,74.24043119272568,72.5129145816983,74.21910039876838,8412588
107,2020-06-10,72.53424835205078,73.04610647316453,71.9157593898962,72.74752160494697,10101681
108,2020-06-11,72.939453125,76.05324537467695,71.59583309686677,71.68113890722414,22109491
109,2020-06-12,70.9346923828125,72.25698758533186,70.6361133276673,70.82805576624492,20331770
110,2020-06-15,69.63372039794922,70.80672305255725,69.35646638212309,70.46548823083371,13833335
111,2020-06-16,69.39913177490234,70.91337537220228,68.86594863192505,70.67877710345522,13972830
112,2020-06-17,68.0341796875,69.01523425961906,67.54365240144047,68.61001858218154,28371013
113,2020-06-18,70.57213592529297,70.93469581081852,68.03418201417212,68.54603432718837,19720997
114,2020-06-19,73.1100845336914,73.49398100274688,70.40151316701605,70.74275383002013,21577413
115,2020-06-22,76.18120574951172,76.67173295369396,72.79015954661539,75.24280135293243,33039735
116,2020-06-23,79.9561538696289,80.61729857071741,76.37316475051036,77.41820010982465,34298071
117,2020-06-24,76.13856506347656,80.36137990077599,75.49874533484416,79.65757357095475,32910525
118,2020-06-25,76.5011215209961,78.18598225099579,74.36838934905029,76.09590009416388,40909792
119,2020-06-26,76.43714141845703,77.67412493252208,75.9892641869706,77.18359768552808,11954078
120,2020-06-29,76.03192138671875,76.90634507261913,75.56271913884616,75.92528477517527,7547198
121,2020-06-30,74.5816879272461,76.75707663943837,74.21912217764601,76.35185507481329,11889584
122,2020-07-01,73.9844970703125,74.81625912763535,73.32334664046464,74.6456417147542,15209917
123,2020-07-02,74.68829345703125,75.41342465414245,73.62192745269469,74.00581805717468,15481100
124,2020-07-03,75.7546615600586,76.52244279028902,74.68829552617966,75.07218614129488,22720042
125,2020-07-06,75.92529296875,76.22387782745649,74.98689415714277,76.09591040855068,11724475
126,2020-07-07,73.83523559570312,76.13858609803756,73.23807150775102,76.13858609803756,20855578
127,2020-07-08,72.4062728881836,74.49634921037558,72.00105147089674,73.79254876729338,16818545
128,2020-07-09,73.17406463623047,73.57928029421028,72.29964093876696,72.7261873905814,16110083
129,2020-07-10,73.62194061279297,74.11246790538955,72.29964537397103,73.19539413481213,23809286
130,2020-07-13,72.12901306152344,74.3044008075812,71.7451224676087,73.6219254265074,10803798
131,2020-07-14,69.67638397216797,72.00105874855676,69.52709155147717,71.87309712248278,16288923
132,2020-07-15,69.76168823242188,70.93469099166066,69.56974579760859,70.4015079192794,15061461
133,2020-07-16,69.18584442138672,70.16690467582247,68.03417253844849,70.16690467582247,15458966
134,2020-07-17,69.65504455566406,69.88964855496943,68.95124412855999,68.95124412855999,13711930
135,2020-07-20,69.74037170410156,70.06028158643129,69.24984437494412,69.65506008798404,8390572
136,2020-07-21,74.06980895996094,74.41104959912117,69.99629258212329,69.99629258212329,33717545
137,2020-07-22,76.62907409667969,77.37553026879603,74.13378237821523,74.21908818378516,46076322
138,2020-07-23,77.52483367919922,77.86607430619759,75.69068628118124,75.92528451159991,18738194
139,2020-07-24,77.63146209716797,78.16464509676241,76.20253050117371,76.5650960979791,14438899
140,2020-07-27,77.16226196289062,77.43952175841518,76.24518833615717,77.33288515564604,11938756
141,2020-07-28,77.58882904052734,77.99405055314729,76.223883632759,76.86370341979628,11893746
142,2020-07-29,77.52483367919922,78.69783640210538,76.99165062333279,77.33289125033116,13335993
143,2020-07-30,75.43476104736328,78.1646572734767,74.90157796470805,77.84474742388358,23995122
144,2020-07-31,76.05323791503906,76.5011092853523,75.15748938900725,75.32810677839299,14354565
145,2020-08-03,76.1598892211914,76.5651048760973,74.26175521085358,76.35183165180794,12500988
146,2020-08-04,76.03192138671875,76.37316201490174,74.90157446143918,75.86130396533048,9628257
147,2020-08-05,75.05085754394531,75.90395033023194,74.70961695818724,75.5200597334841,10577794
148,2020-08-06,75.02952575683594,75.81863773075473,74.81625256309603,75.3494355474458,8564058
149,2020-08-07,75.05085754394531,75.90395033023194,74.7522727545827,74.98687674205496,8026904
150,2020-08-10,75.6053695678711,76.2665199837018,75.17882315200845,75.43475215860724,7766140
151,2020-08-11,75.43476104736328,77.78076661104629,74.88025295556453,75.98926913916203,21833550
152,2020-08-12,75.94661712646484,76.54378100627542,73.87786566300804,75.15750502777638,19435650
153,2020-08-13,76.24520111083984,76.90635163002615,75.24281571978165,76.75705920405461,10641012
154,2020-08-14,74.8162612915039,77.05563008702798,74.26175323725096,77.05563008702798,17130105
155,2020-08-17,76.2025375366211,77.84474248407074,74.90157321166063,75.07219063020204,17368089
156,2020-08-18,75.81864929199219,76.73572300783302,75.30679702020979,76.71439799936954,13890131
157,2020-08-19,75.64804077148438,76.52245878790661,75.52007913482993,76.13856809253605,12400644
158,2020-08-20,77.29023742675781,80.23340681337953,75.26414176261441,75.58405160432126,44062975
159,2020-08-21,80.65995788574219,81.25712180069368,77.88740576558956,78.05802320051758,49949864
160,2020-08-24,79.01775360107422,81.3211092454441,78.65518793220808,80.89456276099145,19724617
161,2020-08-25,78.80448150634766,79.67890528345255,78.05802514768611,79.5509378650092,10109220
162,2020-08-26,79.0604019165039,80.89455509712879,78.52721886145129,79.76420239209209,18000615
163,2020-08-27,78.99642944335938,80.0414706557068,78.7831561988319,79.7215607889156,10363056
164,2020-08-28,77.75944519042969,79.65757358103515,77.54617194752524,79.55093695958293,12114955
165,2020-08-31,76.33051300048828,79.06040934166154,75.92529152642832,78.27129718899091,24259718
166,2020-09-01,76.94898986816406,77.75943268923365,76.18120863130515,76.37315683322291,16505345
167,2020-09-02,79.0607681274414,79.88977037217798,76.46467607683192,77.64273594741387,30959608
168,2020-09-03,77.88272094726562,79.16986042604097,77.51184974847129,78.71172332708193,11884498
169,2020-09-04,76.37742614746094,77.66455966774433,75.78839613475103,77.31550791395759,17373558
170,2020-09-07,76.85736846923828,77.20642613024279,75.50478852639804,76.37742380200424,13069001
171,2020-09-08,76.31198120117188,76.79193184784708,75.81021703698585,76.72648537737716,9597878
172,2020-09-09,76.46469116210938,77.642751265104,75.65750227064545,76.35561174212607,20122483
173,2020-09-10,77.49003601074219,77.86090720847567,75.98473770379802,76.79192656523276,19635358
174,2020-09-11,76.42105102539062,77.79545632230797,75.96291987170933,77.70819042735118,31182063
175,2020-09-14,74.8284912109375,77.44639698786325,74.50125298882179,77.44639698786325,14143608
176,2020-09-15,75.61387634277344,75.87566222021188,74.61034211348905,74.98121333044334,7858789
177,2020-09-16,75.02483367919922,75.67931009872422,74.52306960781732,75.48296480569216,13201491
178,2020-09-17,73.43226623535156,74.78485195625919,73.25774038186518,74.76303844379943,10765947
179,2020-09-18,75.0030288696289,75.4829795211009,72.99596627488806,73.78134168218884,23788415
180,2020-09-21,74.39218139648438,74.91576497404758,73.1486748382247,74.61034023414618,13331596
181,2020-09-22,73.65042877197266,74.37035757081115,72.6469006250105,73.65042877197266,9039386
182,2020-09-23,71.51248168945312,74.13038767307347,71.03253107553532,74.13038767307347,8404497
183,2020-09-24,69.52723693847656,72.01424400965446,69.15636574986303,70.7925569485078,20770480
184,2020-09-25,70.1380844116211,70.90164034724266,69.6799472994858,70.2471638309956,8761400
185,2020-09-28,73.36682891845703,73.75951361719741,70.24715892577397,70.24715892577397,16915185
186,2020-09-29,71.25067901611328,73.91221754287152,70.90162730549483,73.73769168756229,13468026
187,2020-09-30,70.87981414794922,71.22887180739649,69.94173241444491,71.0979729658775,14349950
188,2020-10-01,71.8178939819336,72.42873742205448,71.03251877211869,71.88334043660082,14856837
189,2020-10-05,71.05433654785156,72.60326158329998,70.74891187593468,71.55610057919853,10360105
190,2020-10-06,71.20707702636719,71.73066073783176,70.61805274839296,71.16344998202742,8989183
191,2020-10-07,69.63630676269531,71.20704536275169,69.37451502337389,71.11978539493528,17614061
192,2020-10-08,69.06910705566406,70.29080016216426,68.93821411329576,69.89810949918427,12953710
193,2020-10-09,68.93820190429688,69.52723187651175,68.37098544596768,69.24362068837891,11980039
194,2020-10-12,69.72357177734375,71.03252465076132,69.1781747467531,69.46178001907293,20670634
195,2020-10-13,70.00718688964844,70.68348285340075,69.46178978239853,69.81084748180089,11179799
196,2020-10-14,68.5237045288086,70.15989576907059,68.1964662807562,70.00718340305872,13362234
197,2020-10-15,67.95648956298828,68.5237001226318,67.45472546515954,68.3273607371875,15536883
198,2020-10-16,69.35269927978516,70.3344139159768,67.78196059622768,68.10919880829155,18673957
199,2020-10-19,69.7017593383789,70.85799987747771,69.54904698387078,69.7890193138574,18793008
200,2020-10-20,68.58914184570312,69.98536055165944,68.45824893111684,69.81083469289898,13701957
201,2020-10-21,71.44702911376953,72.49419023408393,68.61096454070243,68.76367689360873,36573148
202,2020-10-22,72.03607177734375,72.3851235729304,70.33442799953045,70.74893218498498,39056262
203,2020-10-23,74.23945617675781,74.78485317651197,71.86152880859139,72.03605466492549,29149043
204,2020-10-26,75.06847381591797,75.46115852166629,74.0213067100065,74.1958325883461,36760149
205,2020-10-27,75.7011489868164,76.50833802504991,74.82851346828036,75.06849178664079,23610507
206,2020-10-28,75.41751861572266,76.15926092766524,74.85030808395696,76.15926092766524,14060472
207,2020-10-29,74.87212371826172,75.61386605121415,74.28309373832145,74.63215139062588,17654072
208,2020-10-30,74.6103286743164,75.04664628203867,73.86858637401403,74.39216987045526,22904945
209,2020-11-02,75.50479125976562,76.09381535777383,75.02484065722007,75.28663243296646,13423596
210,2020-11-03,78.51536560058594,78.84260377290992,75.85382728209694,75.9192737329746,27441682
211,2020-11-04,77.2718734741211,78.53719345460205,76.20289288213006,78.51537993963765,19461431
212,2020-11-05,78.12269592285156,78.44993415777873,77.05371532158142,77.66455884319143,10248002
213,2020-11-06,77.86090087890625,78.2972185071378,77.27187089720633,77.7736349860853,8815864
214,2020-11-09,80.30427551269531,80.58788076885423,78.1445010274539,78.49355273996701,15228920
215,2020-11-10,81.11146545410156,81.52596362909368,79.21348268416759,79.97703849476684,13815795
216,2020-11-11,82.74766540527344,83.33668950265658,80.23883298180844,80.23883298180844,15502357
217,2020-11-12,82.68221282958984,83.31487579233126,81.65687108146929,83.11853048170478,26079694
218,2020-11-13,82.39860534667969,82.87855593482203,81.24236478293001,82.28952593655356,11968619
219,2020-11-14,82.02774810791016,82.85675650009432,81.59143039326071,82.4640658225596,1162700
220,2020-11-17,81.50415802001953,82.57313270776301,81.08965388689364,81.59141799893135,16872514
221,2020-11-18,80.89331817626953,82.76948178244348,80.6097069575764,81.50416172819101,16685757
222,2020-11-19,82.81310272216797,86.04185181513614,77.83907729150383,77.88271023558508,64832376
223,2020-11-20,83.70755004882812,84.6456376181501,82.50767665525794,84.42747881931916,27479934
224,2020-11-23,84.9728775024414,85.47464156612142,83.11852175764783,83.77300408506315,20909280
225,2020-11-24,84.86380004882812,86.26001287033704,84.31840302840986,85.08195885699543,15308572
226,2020-11-25,85.2128677368164,86.15094960407026,84.44931176520134,84.86381594553882,19854793
227,2020-11-26,86.23819732666016,86.89267373575579,84.14386926679234,85.14740331150075,24879552
228,2020-11-27,83.9475326538086,86.23820016092742,82.33315509114074,86.23820016092742,46793847
229,2020-12-01,83.92572784423828,85.71463158315741,83.62030900750514,85.01652208529416,18193922
230,2020-12-02,84.71109008789062,85.16922123078407,82.70402781257647,84.14387361990153,15836732
231,2020-12-03,84.40567016601562,85.1255931104939,83.33668954807672,85.08196607950612,21308517
232,2020-12-04,84.79834747314453,85.93277445654115,84.10024402299561,84.73290101443513,14838659
233,2020-12-07,84.42749786376953,86.06368922408,83.99118016768675,84.20933901572813,22078115
234,2020-12-08,83.59847259521484,84.90742541866713,83.38031379130614,84.64563958832571,15896364
235,2020-12-09,84.07842254638672,84.97287718678042,83.38031319528184,84.16568843450092,18701467
236,2020-12-10,84.10025787353516,85.25649856094499,83.55485484663679,84.20933729532736,13612880
237,2020-12-11,84.25296020507812,85.19104792091672,83.83846197332203,84.64565083865573,14876364
238,2020-12-14,84.77653503417969,85.95459497762779,84.12205860291662,85.51827735678575,20316890
239,2020-12-15,84.12207794189453,84.951080428488,83.4894148790549,84.82018747931876,16084083
240,2020-12-16,85.60554504394531,85.88915033946049,84.01298676795676,84.95106855370862,35024972
241,2020-12-17,86.54576873779297,87.4859979318445,85.78462937291927,86.54576873779297,23058726
242,2020-12-18,86.81441497802734,87.21736865111913,85.98611760558065,86.5457771717345,20310375
243,2020-12-21,83.05351257324219,86.50101854159115,82.58340088332916,86.4114766387342,21609326
244,2020-12-22,85.20259094238281,85.5383866691853,82.82963082936182,83.03111069452119,23934507
245,2020-12-23,85.04588317871094,85.8294065239608,84.62053950506889,85.73985856971156,9836093
246,2020-12-24,85.0682601928711,86.07565334158241,84.82201244781118,85.18019209020635,12945145
247,2020-12-28,85.76224517822266,86.0980408842388,85.06826374217269,85.15781169285474,6879688
248,2020-12-29,84.93394470214844,86.25474352533371,84.62053295921476,85.78462591093317,8549660
249,2020-12-30,85.15782165527344,85.35930153153153,83.63554882445192,85.06827369411539,19132583
250,2020-12-31,85.00111389160156,85.51599947520756,84.19520654966999,85.29213564992713,23272111
251,2021-01-01,84.84440612792969,85.0235020423596,84.39667848724449,84.62054230758709,3074621
252,2021-01-04,84.3742904663086,85.24736175262882,84.17281060863638,85.06826584683375,7133203
253,2021-01-05,84.1728286743164,84.84442024710548,83.36692121604786,84.84442024710548,10478882
254,2021-01-06,87.8218002319336,88.47100167052805,83.7250874412027,84.17281508410709,54265234
255,2021-01-07,88.22473907470703,90.35144502122718,87.53076377386745,88.65008269308858,40129922
256,2021-01-08,91.13497924804688,91.33645910686604,88.44861351816193,88.98588909321673,29487917
257,2021-01-11,91.13497924804688,91.78418672851353,90.19475002804823,91.33645910686604,12726089
258,2021-01-12,91.20214080810547,91.67225847317049,89.52316216007632,90.01566377803715,31454127
259,2021-01-13,91.78418731689453,92.50055273066167,90.70963615989655,91.24691173839554,23792586
260,2021-01-14,91.82896423339844,92.90351549585421,91.15737273071116,92.20953396612693,12024674
261,2021-01-15,90.88873291015625,92.11998388899019,90.66486909582281,91.31407051377302,13530190
262,2021-01-18,87.64270782470703,90.4410055109755,87.10543223986564,90.10520978862328,26118654
263,2021-01-19,89.38883972167969,89.54554559850708,87.41883946744849,87.55315532033237,19382828
264,2021-01-20,87.8218002319336,89.81418459924119,87.37407258902923,89.54555287165441,21158179
265,2021-01-21,87.37406158447266,88.5157645010061,86.92633399795851,87.95610501786342,12509109
266,2021-01-22,86.94873046875,87.88895975036073,86.41146093118309,87.30691623315619,16720401
267,2021-01-25,85.15782165527344,88.1128254284535,84.88918384449434,87.06066421197411,9393599
268,2021-01-27,86.12043762207031,87.01589297106376,84.75487064393339,85.06827637246396,18874916
269,2021-01-28,83.85940551757812,85.49361012441645,83.18781408413543,85.49361012441645,16072463
270,2021-01-29,82.58338165283203,84.62053993167395,81.93417416298855,84.48622407231753,13415015
271,2021-02-01,84.57576751708984,84.82201527034388,81.71030599180128,82.58337724914612,9485240
272,2021-02-02,86.94873046875,87.59793799175846,84.71009221381726,85.51599955651508,10803602
273,2021-02-03,92.45577239990234,94.02281897802312,87.08304127491682,87.08304127491682,73411707
274,2021-02-04,91.9408950805664,92.97067234965347,91.42600948237042,92.45578675145748,23523019
275,2021-02-05,92.72442626953125,93.26169583169421,90.10521817681435,92.07521871680225,28755118
276,2021-02-08,95.16453552246094,95.54510524611142,92.09759985214119,92.45578562198075,28436890
277,2021-02-09,94.3586196899414,97.35839715662013,94.02282397677713,94.02282397677713,27738169
278,2021-02-10,94.22431182861328,95.81374875184154,92.67965496105921,94.2690858115921,34189378
279,2021-02-11,95.7018051147461,96.17191669673333,93.28407712952162,93.50794094431453,20504448
280,2021-02-12,95.20930480957031,98.05237651085577,94.26907556004433,98.05237651085577,25066544
281,2021-02-15,95.11976623535156,96.46295534765413,94.71681253800844,95.81374778276583,8599603
282,2021-02-16,100.98499298095703,102.93261553916744,95.50032928682766,95.54510326621667,80200957
283,2021-02-17,102.99976348876953,103.51465512315272,99.4851064396334,100.96260519451262,39034960
284,2021-02-18,105.88761138916016,106.69351871389655,102.30579026109652,103.42510936361641,44291912
285,2021-02-19,103.96238708496094,105.70852977870645,102.41772426286141,104.5444306010795,36335681
286,2021-02-22,100.71635437011719,104.72351897954546,100.11192087139135,104.0743115044891,25800846
287,2021-02-23,101.23123931884766,102.57441609197627,100.58203184762208,101.07453343896275,18293559
288,2021-02-24,99.7313461303711,102.17146395350393,99.21646061038453,101.2536187396465,11421326
289,2021-02-25,101.88045501708984,104.23101911439772,98.85828729724845,100.15670234454879,30696079
290,2021-02-26,95.94805145263672,101.74612659847901,94.56009460705766,99.17169276671099,38070699
291,2021-03-01,101.7461166381836,102.4400919566901,97.33599876964274,97.38077274209019,31441940
292,2021-03-02,100.76112365722656,102.68635001162247,99.99999033993508,102.52965020135584,18223787
293,2021-03-03,101.85806274414062,103.04454585241254,100.15670013531624,102.97738184802373,19350542
294,2021-03-04,100.80590057373047,102.95499687552166,99.86567132124024,99.86567132124024,22865747
295,2021-03-05,98.6120376586914,101.18647160586733,98.20908399454197,101.18647160586733,17342685
296,2021-03-08,100.39047241210938,102.10050731289904,98.95404433245047,99.34165348030054,15749448
297,2021-03-09,98.49803161621094,101.27968952888361,97.24400606570474,100.55007342613018,12585004
298,2021-03-10,98.11042022705078,99.84325920439464,97.58601079134974,99.41004791380325,10661165
299,2021-03-12,100.34486389160156,100.73247301491217,98.2244219858716,98.36122848028681,18173078
300,2021-03-15,102.21451568603516,103.28613885759209,100.20807585409037,100.7780875214055,30092241
301,2021-03-16,102.35131072998047,103.6053362575754,101.91809943734806,102.67051351690067,14767699
302,2021-03-17,100.52728271484375,102.60212266554969,100.02567122131481,102.57932467335296,12571132
303,2021-03-18,100.80085754394531,101.91808257588522,100.39045049436234,100.77805955758765,14232655
304,2021-03-19,104.97335815429688,105.83976832039626,99.93445215445155,101.18847761094833,70334403
305,2021-03-22,101.94088745117188,106.8885951069628,101.32527992770643,106.8885951069628,29180881
306,2021-03-23,99.86605834960938,102.14610477905052,99.63805370666526,101.94089812639211,38455903
307,2021-03-24,100.80085754394531,102.10048502180868,98.9084205705755,98.97682071466922,24398959
